vector_size,window,min_count,sg,moor_variance_mean_sim,moor_mean_std,moor_sim_range,moor_trend_strength,moor_n_decades,moor_coverage,inboorling_variance_mean_sim,inboorling_mean_std,inboorling_sim_range,inboorling_trend_strength,inboorling_n_decades,inboorling_coverage,total_records,avg_coverage
300,5,4,0,0.005089163096151721,0.12972611493414163,0.21230645443376717,0.5784040285832287,10,1.0,0.03603025220718515,0.21086212070398136,0.5247164027115173,0.38086389345833327,10,1.0,20,1.0
300,5,4,1,0.0017156060481115583,0.07405898403937358,0.1376402536933483,0.454800515841421,10,1.0,0.01445871226045268,0.13806933714697467,0.39314864942740174,0.5352721539968852,10,1.0,20,1.0
300,5,5,0,0.008085381940106554,0.1803389091964801,0.25631716372031055,0.5687906387319327,10,1.0,0.046364249227750946,0.24051675238917883,0.5350926430034071,0.2691648154176172,10,1.0,20,1.0
300,5,5,1,0.005625368218620937,0.1370457862283216,0.21133943026580948,0.5712870932685817,10,1.0,0.029234007562072634,0.1927306473861194,0.5208868445285666,0.4812883532402793,10,1.0,20,1.0
300,7,1,0,0.00028875472116343746,0.04652342332928644,0.05361182838915002,0.04958783572605336,10,1.0,0.02268087904609357,0.2055900640007749,0.42739189308222914,0.3707409488132391,10,1.0,20,1.0
300,7,1,1,0.00022809689304908835,0.02887464976247277,0.05117101955892411,0.0737017643582698,10,1.0,0.00040933290923729563,0.03803606316052892,0.06547785790559857,0.0779018552601505,10,1.0,20,1.0
300,7,2,0,0.00011364828326859236,0.030844348413644206,0.039043540007818955,0.54271093256904,10,1.0,0.010865728821031649,0.13376626213622922,0.32674769634460743,0.5415917003623665,10,1.0,20,1.0
300,7,2,1,7.011582006588888e-05,0.028479272596986162,0.032260441163109665,0.39616053362910597,10,1.0,0.002468039949785435,0.06842880363211531,0.15314532261084168,0.45852786592463524,10,1.0,20,1.0
300,7,3,0,0.0008399534513217156,0.05367860411680031,0.08354442535897366,0.5075639195532468,10,1.0,0.017099651799860872,0.1604925672742195,0.40413696235357305,0.5741297377093467,10,1.0,20,1.0
300,7,3,1,0.00018563184506702838,0.035929000130670914,0.03910032729744717,0.14066808107970327,10,1.0,0.002789648399146626,0.07721795906802952,0.1531979713184567,0.4687083949048377,10,1.0,20,1.0
300,7,4,0,0.004393849486653626,0.11872415356508974,0.20580633006537152,0.55582110725572,10,1.0,0.031357740521011056,0.1962598286848015,0.4881110534569967,0.4477697465804161,10,1.0,20,1.0
300,7,4,1,0.0007205367792699751,0.05823657307178637,0.08844874528096369,0.27773242852358027,10,1.0,0.008078361037109611,0.11656202123526194,0.2409144969595724,0.34584760997242814,10,1.0,20,1.0
300,7,5,0,0.008799331493820733,0.17774850361595523,0.26306154745510224,0.5909950232752527,10,1.0,0.04401366868144232,0.23484560791055972,0.5492899582978625,0.33710726923672696,10,1.0,20,1.0
300,7,5,1,0.006015869620221941,0.1419782785558064,0.21368755412192153,0.5437210512603576,10,1.0,0.024243849590620016,0.17736048921311373,0.4828696329241694,0.5076853058220384,10,1.0,20,1.0
300,10,1,0,0.0002246744582336569,0.040261554403351496,0.04242288400503691,0.32318242816599985,10,1.0,0.019640806675348933,0.17354741652892075,0.3994703137566055,0.3620063913585224,10,1.0,20,1.0
300,10,1,1,0.00024534399819083416,0.031116509061889074,0.05309339204160801,0.08740415803086052,10,1.0,0.0033064116174367497,0.07452599720522249,0.2004304936030119,0.3239800754815792,10,1.0,20,1.0
300,10,2,0,0.0001111176542273091,0.029753851705115304,0.03852557517644595,0.4956439776887418,10,1.0,0.00800465098486509,0.11090603415668898,0.28709072454192497,0.5513034106275725,10,1.0,20,1.0
300,10,2,1,0.0001754738470495033,0.03132497816374547,0.04562509487979827,0.04577055781730933,10,1.0,0.005678395505965593,0.0960928590058278,0.22053248034392753,0.5378078818109502,10,1.0,20,1.0
300,10,3,0,0.0010568833054463004,0.05802319444200421,0.1031496788901809,0.5295449924234431,10,1.0,0.018490822439232724,0.16137204174674397,0.42651547242294896,0.5946543692944143,10,1.0,20,1.0
300,10,3,1,0.00038309374253953424,0.04186099224062813,0.05520587144215017,0.12381520371322755,10,1.0,0.0063498352445756565,0.10727292484017045,0.2415220019265697,0.4796581070265797,10,1.0,20,1.0
300,10,4,0,0.005824844688531344,0.13388969810770313,0.21519925194515865,0.5774613542205085,10,1.0,0.0386718695976198,0.2179181283282023,0.523054273178206,0.39418908558453475,10,1.0,20,1.0
300,10,4,1,0.0008650094949065677,0.062306477046276475,0.1001106979150489,0.3068542853868557,10,1.0,0.012168161886350136,0.13243849300069876,0.33007979140300553,0.2798919870025115,10,1.0,20,1.0
300,10,5,0,0.009678418432651856,0.18985556666151568,0.26607465475839664,0.6056212835315404,10,1.0,0.046947817612987705,0.24267638600017233,0.5440833520454491,0.30129996137950815,10,1.0,20,1.0
300,10,5,1,0.006280829163739338,0.14472528690940217,0.21443396690767635,0.6228407096196459,10,1.0,0.021937154584224367,0.17005674025333478,0.4741056712444866,0.4493528640191246,10,1.0,20,1.0
